path,size,sha256,decision,reason
app/templates/operational_imports.html,19240,642ecfe1a7576a416e408a624505e663e707578c52111ea2a2d03b20f3849a6f,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/operations.html,16651,c230eed2b39b77940aedf371ee008b3882cf5a507cf0161dca12ec48cf9ef0b7,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/organization.html,6415,2d092cf6db0897ad50d18bd651ce1e868bd69a9a11afce4fc717e21059711704,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/period_close.html,7315,9ce7d931414ef19c7219de4efc963036ef4dc12e53a5108136951cf66dbafdde,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/platform_admin.html,4565,4f23a4757e252925651891e5db82d9517acca876739cc6ffa2544906c14733c0,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/portfolio.html,3662,2e8a5e8910e910c84cdd3ff101a3b89a3bd5a8342f70610ad8e6b82c916119e4,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/product_intelligence.html,15158,95b4b728c71927021d763f04e9cbe952a6dbb7b8d332f9eedc4fb805059cc988,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_base.html,2508,31ebfb1c72e6db96cfff7cce4ce7e115a47d7f49c3dc7bcb5ae9058b9b0580ae,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_diagnosis.html,9088,0ed499f189be17b428f28b5bd3d617be1b261f29f4025eb981156aa1630846c1,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_home.html,8292,318502b9ef74884c35f61de3f75251d99fa5b3f242c79e8d594acd6fe955c0e0,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_payment.html,1895,8d56643f07d4f9cf2874a6c5fdb2a08adc12a3d062fff273b549403ff612db80,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_proposal.html,3255,ba53ad87684d033a5190f20742096903a1ec086c7986c7ef982697679791c70a,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/public_thanks.html,3777,cffb4d11871af969f8b33e8f1fade4d21dd0c0d520697d62b9ff3acfc3fdb2c2,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/readiness.html,2057,50de86494d908d6044a55631695307bde673d738f87b204ce535ecf29bc93648,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/reduction.html,10146,7c9d80fb3c2b1fab1187105b43ce22e5ee9cb275cea70ab5f9bcccd0060373b1,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/reports.html,4045,a2d2b2f9834eaeaed7f7b881c48df9245c6104c28371c917ed66e8fac58233ce,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/saas_admin.html,5563,bea3df52e88e864f8c230205943b5d82a496d145124eb95a373ef4a2f3cf1f36,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/scenarios.html,7575,32003c73292dc8f41fce38a1008b1c08b004bec2df4962121433e7244d5737ac,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/sectorization.html,3451,04527e9cd5ea16579db15c165fca7c0cbc42ec432efe571494af8ae1daf20314,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/service_account.html,4102,70f3f2e0626b07c69b0f8f2f451b31aed99ad20a8c3acceb7eff4f98e6c8952a,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/source.html,12197,d244539451f650d5dbe97b93740cd015e9784abf5658ae47542b2fa02f10ae9e,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/sources.html,7657,0789d1f0709c7c9aaaf56d36347c902ccaf9d0ba58e06b168be70046014536d1,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/supplier_portal.html,4644,71e0b4861102400a190c41ddf2c45f1e6b7f17f4480956fb2aac33ab9f67abe0,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/supply_chain.html,9912,a0a98e92528e12c7f7006801df9e5a6c777fc8333823d457a8df2ebecd2281cf,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/support.html,3848,e8c69e84f0ad471dd57c947c0eb1c116a644ab39039a8c651f8e3dd60e0c0b70,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/users.html,3295,108ee0d152ca51b8587783657ca9375e4399f1e393471b870402b646c4a8b9aa,versionar,"Código, configuración, documentación o recurso del producto"
app/templates/verification.html,7974,e0490b4ac6f706269fa67fdc57868ecde74a08b5174f15499f8b180d2f02c29d,versionar,"Código, configuración, documentación o recurso del producto"
app/users_web.py,5274,304bd679b5d67e165ed7b483436526324592b47d1c1ea6b22ef0022df0bb22c2,versionar,"Código, configuración, documentación o recurso del producto"
app/verification.py,11949,c9ae4eb8b52a7d173f975f2faaeac4d1a88317fde2496a28dcb3fad04809934a,versionar,"Código, configuración, documentación o recurso del producto"
audit_mac.sh,200,1d021bffa3b0e713353e9a66382bd047a32f10d1e44c9d412ba9b9cb07e559e0,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
backup_mac.sh,518,789430b33fb1c9407480a5d2682fd857708915929ad24befb7819f296a5446b4,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
calcula_tu_huella_v0_45_5_completa_mac_manifest.txt,37213,cb18e01c23cce2c89da8974e1cbaf499b3a308054e9fb799d4abdc40dfb1cebf,archivar_fuera_git,Artefacto de distribución o manifiesto de entrega
docker-compose.trial.yml,5140,1b2f31a97389c156705025dac2709e1b3437873dfef9dd6c146f5614f9ed7c70,versionar,"Código, configuración, documentación o recurso del producto"
docker-compose.yml,1912,b6512083ac426bb60fa2fcddbdb5b30d590bb41d7a7f11943ab92c9e085a7f04,versionar,"Código, configuración, documentación o recurso del producto"
docs/00_ESTADO_FUNCIONAL_V0_10.md,856,5b52a9ee51e7ab3c8a451b189a6b6e9dc8d33f5e94680dcd683943963716f753,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_11.md,824,74f052d2ce76953505ed2ea4a1123fda610752c397681b667ab97e7f2ad5a2de,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_12.md,1255,d8008df5e1a96ec27425109f71663c71871d6ec58b69a7c3e29924c78ecb431b,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_13.md,1381,2019ac0b4ce4f6454382cfd4204a5ae83f508ee680b761c53c3aa3f2278f6328,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_14.md,501,4db1fa17d4ed14d44034ed815acd3d39c1fd57af4c7c361ca81e24718a483660,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_15.md,710,73f9afc30e76dcbb50470b3f994a1e8ca746d47c2015140c35b17317e61b98e7,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_16.md,1003,f7fd4233db0f530004782d9c71d4509bb44243f11b54f6fee19c720a8a20b773,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_18.md,1442,be77aecbf6b8c80f3a1bd0ac250b36ec2d6d7284c9e00b65d79ec737fa049e6b,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_19.md,818,038035419fc4c11f8e5bce20461bf9a0326a145b7c42cca761c83e253b138ea5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_2.md,829,dec3660eac4334178fbac1e11b421072d8eae49b9f43c5495714013c6863c0f1,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_20.md,950,d695b81970dd2243261a8d885975059f125373bca7f1b0a2eda132aa00d898f9,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_21.md,1325,16c2e723d70e78a35afc46ce63827f3eb82413410463e41b76d8e7be66962068,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_22.md,1825,d5a411683273409bff146955fcaf8399488a05629a96b0ba073f418905e5bc0f,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_3.md,799,e68d564f2aca0c4884b3e61566bce1517ee4505f642cd3be490850e445f340a1,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_4.md,925,9e140b808587020cbb102eda911ec5b82c8a8c367b1c111d8441c4ee9a35102f,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_5.md,1632,e7a3015daa6506dbced19921d9d566febf7b18fb6e7fec98535d08780747facb,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_6.md,1011,7880c5b791cb0b33010a8113e33b49e5139b98edad99e511f80fd6bbf0716749,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_7.md,964,a2c26732c9d7617c76274ba0b15a3d70c32836ff8968c4893ed496621a314131,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_8.md,1152,a601e23f41f33ae6b2390382ef101ce1bf31c10e99d25baa2738432f7b6118b2,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/00_ESTADO_FUNCIONAL_V0_9.md,1379,dc453dea246c3da238b2f1abb2ec71c50baa4c203092e67c03ac3bc817399099,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/01_ARQUITECTURA_OBJETIVO_V1.md,1788,33a8a31f621dd65c88e22d5b21aad8939483723b4f281dc4e5e35ff8f302e0c0,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/02_MATRIZ_PERMISOS_Y_SEGREGACION.md,834,49b07535c5b76e4f392c256e5f4cd6fd2fb28c8aa27cd2a168445a626bcf76e8,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/03_BACKLOG_PRIORIZADO_V1.md,746,2e01c8da2b872add5a90c03cdbe76ba16c89b43c04e804ca818177723b62b229,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/04_PLAN_VALIDACION_METODOLOGICA.md,817,e35703a9a0d234436b696a504235eb9340e71cb9c68669d4a7f27bd0d17f30b7,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/05_PLAN_PILOTO_GREENATICS.md,874,646f575c065b28307173e8c8455f9669d561b7aff17c7ae88ea802f9752456e1,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/06_CRITERIOS_SALIDA_V1.md,635,d647b32d0e2822c00a0a2e382bb1cbaa7aba99508a9f9880982d96c5d72768e8,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/07_NUCLEO_METODOLOGICO_V0_22.md,2957,41b972ded7b510deb2dc67dc9999c75678a41577e7d31475a1f66c0436c7fd8a,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/08_BACKLOG_BIBLIOTECA_FACTORES.md,1597,d460f9c60d3f2615aee5e23404936324e48440328045479ed77ee2843fbba2e6,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/09_CORRECCION_INSTALADOR_MACOS_V0_22_1.md,894,e4aa22192d0e780c727bb58439d211b1506604f00e4d23bf44550e6c587d3f0f,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/100_V028_BIBLIOTECA_COLOMBIA.md,937,33df842aa164325536eee4a914fdce5a00e2265e965691e145282629fe618fb5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/101_V029_CARGAS_OPERATIVAS.md,1823,e5d30dabe4e6beff3a72ad31d5a83d645819bb3e8840cb3ac03764650ee9eb74,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/102_V030_INSTALACION_MACOS.md,1509,d037f5e1dcc8fda48995d7e5949bd25e5d0203caa64b0de04de90d27b535287a,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/103_V031_CONSOLIDACION_PRODUCTO.md,1643,faef99afc2422990d606529e609d12a724aca9aaf6ca5424e707cf4c46d586ac,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/104_V032_CIERRE_METODOLOGICO.md,3300,8d714f462829bc391511f8be12b941192f7df96198f0d677147f7609a8d65311,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/105_V033_PILOTO_GREENATICS_CONTROLADO.md,2001,aa94b4b8b4835e3daf3a5a1d7128751206167b5960764869df66a52d5923d347,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/106_V034_CONTINUIDAD_Y_ARQUITECTURA.md,1008,0e6754f775bd4b0a180d2416e9ed45d288f923e74051447afb0cc4f354e05505,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/107_V035_ARQUITECTURA_POR_DOMINIOS.md,1207,b1edb08289e0a5e5ca76c9d6b9f3d6e8b10483edd86f5348a71231fbf26e4494,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/108_V036_ARQUITECTURA_AMPLIADA.md,1050,17bdbce359a4a48ccd4742b5cf9b95ad7b48d369dfade8c53888c428716b6158,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/109_V037_PERSISTENCIA_POR_DOMINIOS.md,2054,1abd6a5c2402c2a504e58cd2a59d2e04eb83c6642a3e3c359e85cdec18b75e05,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/10_CORRECCION_CONDA_MACOS_V0_22_2.md,539,43f2758c9d0c49db9ba2939e7683808524c597267bcab9007ef469e2ce95d7e0,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/114_V042_RECONCILIACION_Y_DESPLIEGUE.md,1418,dc65f9d89743dc10fbda588ae8e306d83a07fec869ceb2306cbeb4aa0b3f8b48,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/115_V043_CERTIFICACION_OPERATIVA.md,1515,45f2caf18ce0c96fa288f298f1da7127bd4caf7b678049e7c14a8126abd1815f,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/116_V044_DEMOS_CERTIFICADOS.md,1625,e0acb3a69b07aac7b2768a44a09f398034cbf07e1c30618cb60c50ab48420da0,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/117_V045_INTELIGENCIA_PRODUCTO.md,2597,3709efbf1773936b27db00f4ed60219f8dc4a7a8dab98b5a2d45387c4aa5b8b5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/118_V0451_EXPERIENCIA_USUARIO.md,654,1321bffa171d917bf1652e2ce1277d8acbf7f881b716521b5ee179fb7ae1d9e0,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/119_V0452_MARCA_NAVEGACION.md,1365,951e0b0e420d4b5afa01422e76210929f77100f8206e9b758c96ec72f494e156,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/120_V0453_INICIO_GUIADO.md,1805,6b9f263c73429a0b8f0d4e5629c80501499ae79d2d08a573e4d614e939930294,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/121_V0454_PRIMER_INVENTARIO.md,849,0fed2d5edaee2bd401e9d737bb4b32c9ad7c5b56a1a64ad922f423e3b73ac22b,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/122_V0455_IMPORTACION_CORRECCION_GUIADA.md,708,427fdc0072997859864e7bb7cc689b7afa351d72c543dd2b75a4d21bc491bf01,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/95_V023_BIBLIOTECA_SECTORIAL_Y_PILOTO.md,1915,0073994a255b6ab25413f72cdd1a944f0c7d2d63eeb648a1fa30c4501b965430,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/96_V024_ENDURECIMIENTO_Y_CONTINUIDAD.md,1498,e92d028c91981dd9dba1d009bca46cca4be5ae5b902767faabfb1abc908c3097,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/97_V025_BETA_GUIADA_Y_EJECUCION_PILOTO.md,1686,d257bace905dfc1359053cccfad9bb951d6ba99aacdd625a6623a0803568e45b,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/98_V026_CALIDAD_DE_DATOS_REALES.md,1183,6f8cf8fcd4b4232f8058b822375a017775d1d372bbadda8e8033063cf4ca4f86,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/99_V027_CIERRE_MENSUAL.md,1330,f1306419923cd5512e2bd1cccf4feb8a95f69d7031b2c5b4d6353e50a2cd455b,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/AUDITORIA_CODIGO_GENERADA.json,736,1c2722d3d6613bfbc97f8677a1d49acbe6f1eb325e39833ae7ab0a5f07a48d85,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/AUDITORIA_CODIGO_GENERADA.md,775,a1f7beffa331acd1b5c24a3c2e76cfae8169ccd13567e780b9235b80449747f9,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_18.md,747,bf5bf694f1a2fe5f0b47eefdd4d781ed544216e35d9354aee3c6e72a08c06573,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_19.md,613,85daddf19ea835c2d7731cbec70c09ff1a4342dff0626b84dcb952030859bcde,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_20.md,862,16f920956c8268aa7af930b2566d03c97094c41302e165c0451753e7c53d14bf,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_21.md,1541,79f01d6d85abc3876b7aeac4e40c5821d338f7c55cbb53e9693aa67ec922824d,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_22.md,1520,6195ac227522baec72590750e45441d4cd1b08f85c051ed2d3d3eb4f7f1b349f,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_25.md,1696,5d7174a8028d0ab80bb41b74d4c905c954ff4e74d6bebc183eeea16e98b4717c,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_26.md,1187,b82fb75c5138a8d960464cfc2885e82097ab53300e9393272b9882e4b823a049,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_27.md,557,5428ced809022a7ec6f223d9cfe1f4fb285cb113f60d578f07840f22e50d93c8,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_29.md,3858,07877a57662d78cf84198bf18374b2eb2b7e5c959296c1bbdca9eadbff41cef5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_32.md,2467,a104af26591cddc1e7cce83ea9a6027fbff948b02a6c4d03f6d57c142e3d27c5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_33.md,1502,251675e9ea99d55db7b7e1077567b37b6d5ab1ca622f0018d93d40f05ae8f5c0,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_34.md,3089,19137ad35ea2eba59bedae0164798697c361c25bda2f70ac6498460a879eb5bb,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_35.md,2485,6755d1fec65ccde9dfc7456981ede33a88de0995f1c1d6b65319520be2420406,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_36.md,2050,6ec4a5c5dfde2df2402d2638b46a9639da5e68902f7c89f532a3e9c1dd8af672,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/VALIDACION_V0_37.md,2553,48c6fffffe75f2fff016e3c8e6bc27d3b8d75e6b973adeed7f1ee899b948f9a5,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/visual/01_identidad_visual.png,1217994,5dd34ce542033dd6f1f635c589ed024c10e75696095e236f64ac885c702f70f3,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/visual/02_landing_dashboard.png,1261294,399c3d51cb43ee70b7b8dfd3590baf2218d45a43ea4ee3e28a9054e224d82bbc,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/visual/03_inventario.png,1117133,f37b9f7978e324137fbd7d019327df138d04ce0d87a15c691e94eee897c36723,versionar_documentacion,Documentación vigente o trazabilidad histórica
docs/visual/04_calculo_reportes.png,1406873,68fe600fac2bd913a24203a142c85858be4634ad59a0ccab3d3bbb21a290de7b,versionar_documentacion,Documentación vigente o trazabilidad histórica
doctor_mac.sh,983,8651f9574f36ba04ef4994b9a9a8419e437a7d545df3d6891efdfd01253e1f46,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
install_mac.sh,4105,47aa30d6fb7a3b2eaf0c1bb0b950adb76fa45b5a52a3870a2b8fdc4090c5fd0f,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
install_prod.sh,558,d360cf1c059adb2d423db964f4a1b391f7c161b5722e93c3d365db161b52853e,versionar,"Código, configuración, documentación o recurso del producto"
migrate_from_v026.sh,1154,f00b3980d02fa248d5c2b83e81ad074f1a4dbe40e301505cf8d1ca0acf9dfd14,versionar,"Código, configuración, documentación o recurso del producto"
migrate_from_v027.sh,1154,6725c76f33ca10f4c7b994ead9aaa7e6ca0454945f9790c4967e911b34c6b960,versionar,"Código, configuración, documentación o recurso del producto"
migrate_from_v028.sh,1214,fa783a4906b065acbca27dff248c427d1956af6a7b8f4d33ff4c665c6931d956,versionar,"Código, configuración, documentación o recurso del producto"
migrations/env.py,1163,0882c1c85aa0931c85e6a1ec6d47a6f2e4a6ec8a994cab5aa33d19d61b5cb3ac,versionar,"Código, configuración, documentación o recurso del producto"
migrations/script.py.mako,589,738f520224ab075d073f7db6ba62d661267f2b032d1274efb64769c66b8d15fc,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0001_v011_baseline.py,658,63cf2876253d6e98e97ced8b53b3ce0903b0e73fdf92a2ec00374fb8fa1ea855,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0002_v012_enterprise.py,657,3084db7ebdf337dcdb6d31dfebcfa48bcb129cfb6fc4a60617724a657bf31908,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0003_v013_governance.py,455,2b9f35d02b9865e76b0819b03e80cdd3843f18c30f54845934bd59914f0bb6e3,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0004_v014_saas.py,443,8b00c4ec8b9a1c6202360904e6a3f77bcd4cffc98170322e62b74cd04dd60749,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0005_v015_commercial.py,459,f6e5c3d53c4c1b358545bd01e57022e7fc9ebd713ca0c3a27013ada6ecdfd2b3,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0006_v016_revenue_operations.py,546,fb4e1b11677454fb04280369057f834b65f20c59a748e5b55950279c00bff9a0,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0007_v017_customer_success.py,531,088e00e6f5bef07bfb8985cead3b79e94865120b6c93dfeda264117159126d4d,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0008_v018_impact_intelligence.py,531,d1c6b7b69e6764ef9ee27e5681463275091f3a46b33420d515eba04ee7c5be1b,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0009_v019_climate_risk.py,546,b2d0df1bb91e6997f51f1f90e0e8f9bd437e26d63e59e85c8ffdd45d578b2e53,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0010_v020_disclosure.py,558,443188edc22bf784b18968e64b3eeff7b7906847f4f913b7497a8945427d2da2,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0011_v021_consolidation.py,540,91ad65bf0b6dd2de2de3c460eade7f9b24652b3c45e5d6edf7cfeef586edb712,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0012_v022_methodology_core.py,570,6bef5120ea8c078153828c289b99ebbe79c5725592a5c5980014414eaabdf34e,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0013_v023_sector_library_pilot.py,533,55183d95b48652609ca3812bbca3d9291922d08722c71e7790c408aacc978af5,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0014_v024_security_hardening.py,2322,fe95883f9d406e1470dbae95eb3417352899e016692431d6061a142aa18e7cc6,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260731_0015_v025_guided_pilot.py,5140,48f80081dc657c62deaf4bd9efbbcd20af663848f4ca8d6e6bc19f7a973ce4da,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260801_0016_v026_data_quality.py,5957,7fb0c7730fda2200f2800f8391f5583849d83cad6bd30e983ce8d74a57208dd4,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260801_0017_v027_period_close.py,5243,12adb87920cc1451d1a09e7b69e24f70bb3c3bb1537aeedaad141c0389c2789d,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260801_0018_v028_colombia_library.py,560,dc6fd2d2010ec56ba4097ebe8224e5fff683862eda7c3ccf75b46fb3089b74ff,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260802_0019_v029_operational_imports.py,5655,24234f1d162e40d0abb9e3827e9f57d9c44f372dd3c636a1d1da9df135b12d00,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260802_0020_v032_methodology_closure.py,4213,13963d507e925fa86d2912b15ff29f55c50a25a3e671ce15948e0a5fc9987f7b,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260802_0021_v033_greenatics_pilot.py,2259,300f847f52ed1ac225e35d68ecfa6ce5c69387c58a52fcaa64f9d2e3b5a831d2,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260802_0022_v034_operational_hardening.py,2366,8e1b876f189fcfdf522ea2e5e92f9195ece2e31ed6ab69ca021c0bb962f74fc3,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0023_v035_domain_architecture.py,592,129ad0abe54b88c3db93878a780893280826af9423d7cab9ec6d826629926e2d,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0024_v036_domain_expansion.py,503,9545bcd0b4834375ee2219c78bf83f4652521081a2276f7af271baafe85f6b7a,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0025_v037_persistence_architecture.py,590,506ac4f8b4c205010769b890e29b97c3a4ab09ddd6bc20be9be4f6fbf1b6a6a5,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0026_v042_reconciled_operations.py,4149,3d8c373cd6247aa43572ec4db9d7108b76bfa57897dab54c5522a6ab747c0c54,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0027_v043_release_certification.py,3428,c4f1adf88e1cbcfc0bd41fcc3a37e303e4ddcf2725a6dcbca6e19f4fbf0455ea,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0028_v044_demo_environment.py,2350,bf5b49f5438b1a0c203741d723c9942f38fde7a84a5760395b81dbae3ca17493,versionar,"Código, configuración, documentación o recurso del producto"
migrations/versions/20260803_0029_v045_product_intelligence.py,12605,237b2fe3afd4b7237b1918714e79e7ab1fdec634cbe59f379973c03b5157a3dd,versionar,"Código, configuración, documentación o recurso del producto"
ops/alertmanager.template.yml,398,bd8ea60976bf6ccc9d4a55bbd03db7da34562b213ec468966eaa01ded0247353,versionar,"Código, configuración, documentación o recurso del producto"
ops/alerts.yml,643,cd8782187a6ab0be567488e8bd4847048c7a01fa41bf1432647663a7276a5ca7,versionar,"Código, configuración, documentación o recurso del producto"
ops/grafana/provisioning/datasources/prometheus.yml,139,f50c135b9d5102b3d286683340fc6a6a1bb8f6c5215ef3a6e541ac0f02848ecf,versionar,"Código, configuración, documentación o recurso del producto"
ops/prometheus.template.yml,364,6f28ba0306e65d55e09844350c23aec71b3ed50fb65e6d7465e76a1234438319,versionar,"Código, configuración, documentación o recurso del producto"
repair_mac.sh,473,f3a187f38627de72ba5dfa706496c0a4faeed71dc7a1186c697945f88ce6f832,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
